Div,Date,HomeTeam,AwayTeam,ScoreHome,ScoreAway,Winner,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,yellowhome,yellowAway,RedHome,RedAway.
F1,19/11/2016,Bastia,Montpellier,1,1,N,1,0,H,16,11,3,4,15,14,5,6,2,0,0,0
F1,19/11/2016,Nancy,Dijon,1,0,Nancy,0,0,D,13,12,4,5,17,22,7,8,1,3,0
F1,19/11/2016,Paris SG,Nantes,2,0,Paris SG,1,0,H,10,12,5,1,9,9,4,5,0,1,0
F1,19/11/2016,Rennes,Angers,1,1,N,1,0,H,11,7,2,4,10,13,6,2,2,2,0
F1,19/11/2016,Toulouse,Metz,1,2,Metz,0,1,A,15,4,4,2,13,14,3,0,0,1,0,0
F1,20/11/2016,Guingamp,Bordeaux,1,1,N,0,1,A,15,8,4,3,13,16,7,2,2,1,0,0
F1,20/11/2016,Marseille,Caen,1,0,Marseille,0,0,D,14,3,1,0,18,16,8,2,2,1,0,0
F1,20/11/2016,St Etienne,Nice,0,1,Nice,0,0,D,8,15,1,5,12,9,1,4,2,1,0,0
F1,25/11/2016,Rennes,Toulouse,1,0,Rennes,1,0,H,11,12,3,3,14,19,4,4,2,2,0,1
F1,26/11/2016,Bordeaux,Dijon,3,2,Bordeaux,0,1,A,14,9,6,6,14,14,6,4,0,2,0,0
F1,26/11/2016,Caen,Guingamp,1,1,N,0,0,D,18,11,4,4,11,18,5,2,0,2,0,0
F1,26/11/2016,Metz,Lorient,3,3,N,1,1,D,11,10,6,6,10,18,6,3,2,2,0,0
F1,26/11/2016,Monaco,Marseille,4,0,Monaco,3,0,H,15,9,9,3,5,9,3,4,1,2,0,0
F1,26/11/2016,Montpellier,Nancy,0,0,N,0,0,D,12,5,4,2,5,16,5,0,2,3,1,0
F1,26/11/2016,Nantes,Lille,0,0,N,0,0,D,8,9,1,3,22,11,4,3,1,2,0,0
F1,27/11/2016,Angers,St Etienne,1,2,St Etienne,1,0,H,14,8,6,5,21,11,6,5,3,3,0
F1,27/11/2016,Lyon,Paris SG,1,2,Paris SG,0,1,A,14,11,3,5,8,17,6,8,1,6,0,0
F1,27/11/2016,Nice,Bastia,1,1,N,1,0,H,12,11,7,2,10,16,5,4,0,3,0,0
F1,29/11/2016,Dijon,Monaco,1,1,N,0,1,A,12,9,2,4,7,12,6,4,2,0,0,0
F1,29/11/2016,Lille,Caen,4,2,Lille,2,1,H,19,13,8,2,8,12,3,2,0,1,0,0
F1,29/11/2016,Lorient,Rennes,2,1,Lorient,1,1,D,10,15,3,8,15,11,2,3,1,1,0,0
F1,30/11/2016,Bastia,Bordeaux,1,1,N,0,0,D,13,8,6,3,7,14,6,4,2,4,1,0
F1,30/11/2016,Guingamp,Nice,0,1,Nice,0,1,A,11,12,5,4,18,16,9,3,2,1,0,0
F1,30/11/2016,Nancy,Metz,4,0,Nancy,1,0,H,17,8,7,4,16,14,6,3,5,2,0,1
F1,30/11/2016,Nantes,Lyon,0,6,Lyon,0,3,A,12,20,1,9,11,11,5,10,1,1,0,0
F1,30/11/2016,Paris SG,Angers,2,0,Paris SG,1,0,H,15,14,4,3,12,8,10,4,2,1,0,0
F1,30/11/2016,St Etienne,Marseille,0,0,N,0,0,D,7,13,3,7,5,12,2,2,0,1,0,0
F1,30/11/2016,Toulouse,Montpellier,1,0,Toulouse,1,0,H,5,12,3,2,14,12,1,6,2,3,0,0
F1,02/12/2016,Caen,Dijon,3,3,N,3,1,H,16,13,9,4,15,16,6,1,4,2,0
F1,03/12/2016,Angers,Lorient,2,2,N,1,1,D,19,13,5,5,5,9,6,11,0,1,0,0
F1,03/12/2016,Bordeaux,Lille,0,1,Lille,0,1,A,8,16,1,9,15,17,5,5,2,4,0,0
F1,03/12/2016,Guingamp,Nantes,2,0,Guingamp,1,0,H,15,8,6,2,11,18,9,1,0,2,0
F1,03/12/2016,Monaco,Bastia,5,0,Monaco,1,0,H,12,7,7,0,16,11,6,5,3,3,0,0
F1,03/12/2016,Montpellier,Paris SG,3,0,Montpellier,1,0,H,6,10,3,3,8,15,3,2,0,2,0,0
F1,04/12/2016,Marseille,Nancy,3,0,Marseille,0,0,D,19,7,9,2,14,8,6,1,1,1,0,1
F1,04/12/2016,Nice,Toulouse,3,0,Nice,2,0,H,11,12,6,0,6,15,2,2,0,2,0,0
F1,04/12/2016,Rennes,St Etienne,2,0,Rennes,0,0,D,14,4,5,0,18,6,7,4,3,2,0,0
F1,10/12/2016,Bastia,Metz,2,0,Bastia,1,0,H,16,8,6,1,13,19,5,5,2,2,0,0
F1,10/12/2016,Bordeaux,Monaco,0,4,Monaco,0,2,A,9,16,2,6,11,15,9,9,3,1,1,0
F1,10/12/2016,Dijon,Marseille,1,2,Marseille,0,1,A,14,12,5,7,12,18,7,4,1,2,0,0
F1,10/12/2016,Lille,Montpellier,2,1,Lille,2,0,H,12,17,4,6,17,13,1,3,1,1,0,0
F1,10/12/2016,Nancy,Angers,2,0,Nancy,1,0,H,12,10,6,2,7,8,2,12,1,1,0,0
F1,10/12/2016,Toulouse,Lorient,3,2,Toulouse,2,1,H,10,17,5,8,8,5,3,8,2,0,0,0,2
F1,11/12/2016,Lyon,Rennes,1,0,Lyon,1,0,H,5,13,4,5,16,15,4,6,3,0,0,1
F1,11/12/2016,Paris SG,Nice,2,2,N,0,2,A,22,5,10,3,17,10,9,0,2,3,0,0
F1,11/12/2016,St Etienne,Guingamp,1,0,St Etienne,1,0,H,7,18,2,8,13,14,4,4,0,2,0,0,2
F1,16/12/2016,Angers,Nantes,0,2,Nantes,0,1,A,15,11,2,4,12,9,6,1,1,3,0,0
F1,17/12/2016,Guingamp,Paris SG,2,1,Guingamp,0,0,D,11,15,2,7,18,16,4,7,0,0,0,0,7
F1,17/12/2016,Lorient,St Etienne,2,1,Lorient,1,0,H,21,9,9,3,12,13,6,3,4,2,0,1
F1,17/12/2016,Montpellier,Bordeaux,4,0,Montpellier,2,0,H,22,12,8,3,11,12,5,1,2,2,0,1
F1,17/12/2016,Rennes,Bastia,1,2,Bastia,0,0,D,12,14,4,4,15,11,6,6,1,0,0,0
F1,17/12/2016,Toulouse,Nancy,1,1,N,0,1,A,5,10,2,3,17,12,3,3,1,3,0,0
F1,18/12/2016,Caen,Metz,3,0,Caen,1,0,H,17,16,8,3,8,13,4,6,2,3,0,1
F1,18/12/2016,Marseille,Lille,2,0,Marseille,0,0,D,13,13,5,4,13,15,6,2,0,0,0,0
F1,18/12/2016,Monaco,Lyon,1,3,Lyon,0,1,A,13,17,4,10,20,20,6,9,4,2,1,0
F1,18/12/2016,Nice,Dijon,2,1,Nice,1,1,D,8,11,3,4,13,21,3,3,1,3,0,1
F1,21/12/2016,Bastia,Marseille,1,2,Marseille,0,1,A,17,7,4,3,7,13,6,4,1,3,0,0
F1,21/12/2016,Bordeaux,Nice,0,0,N,0,0,D,15,15,3,4,16,8,8,0,2,2,0,2
F1,21/12/2016,Dijon,Toulouse,2,0,Dijon,0,0,D,11,6,6,3,12,19,3,5,2,4,0,0
F1,21/12/2016,Lille,Rennes,1,1,N,0,1,A,18,10,6,4,11,20,2,1,1,1,0,0
F1,21/12/2016,Lyon,Angers,2,0,Lyon,1,0,H,14,11,3,3,12,15,7,3,0,2,0,0
F1,21/12/2016,Metz,Guingamp,2,2,N,1,0,H,9,9,4,4,16,11,5,2,2,1,0,0
F1,21/12/2016,Monaco,Caen,2,1,Monaco,0,0,D,21,16,6,5,15,12,5,2,3,0,0,1
F1,21/12/2016,Nantes,Montpellier,1,0,Nantes,1,0,H,5,18,2,4,15,12,2,8,2,0,0,0
F1,21/12/2016,Paris SG,Lorient,5,0,Paris SG,2,0,H,19,4,7,1,8,10,13,3,0,1,0,0
F1,21/12/2016,St Etienne,Nancy,0,0,N,0,0,D,18,5,3,3,15,11,12,2,1,1,0,1,2
F1,13/01/2017,Lille,St Etienne,1,1,N,0,1,A,22,8,8,3,14,14,6,4,0,3,0,0
F1,14/01/2017,Angers,Bordeaux,1,1,N,1,1,D,7,9,3,0,15,16,2,3,4,3,0,0
F1,14/01/2017,Lorient,Guingamp,3,1,Lorient,0,1,A,16,12,5,7,12,14,3,6,2,3,0,0
F1,14/01/2017,Montpellier,Dijon,1,1,N,0,1,A,24,6,3,2,8,12,14,5,0,0,0,0
F1,14/01/2017,Nancy,Bastia,1,0,Nancy,0,0,D,15,11,4,2,10,13,6,5,2,0,0,1
F1,14/01/2017,Rennes,Paris SG,0,1,Paris SG,0,1,A,12,9,1,4,15,7,5,2,0,2,0,0
F1,14/01/2017,Toulouse,Nantes,0,1,Nantes,0,1,A,15,8,4,1,11,17,7,3,1,3,0,0
F1,15/01/2017,Caen,Lyon,3,2,Caen,2,2,D,12,16,5,5,26,21,7,5,3,3,0,0
F1,15/01/2017,Marseille,Monaco,1,4,Monaco,1,3,A,8,14,3,9,7,7,11,6,1,1,0,0,3
F1,15/01/2017,Nice,Metz,0,0,N,0,0,D,12,15,2,3,16,13,3,4,2,1,0,0
F1,18/01/2017,Nantes,Caen,1,0,Nantes,0,0,D,16,9,6,3,12,9,5,4,2,2,0,0,2
F1,20/01/2017,Bastia,Nice,1,1,N,1,1,D,11,17,2,5,16,9,0,4,1,0,1,0,3
F1,21/01/2017,Bordeaux,Toulouse,1,0,Bordeaux,1,0,H,22,8,10,6,18,16,6,4,2,1,0,1
F1,21/01/2017,Dijon,Lille,0,0,N,0,0,D,19,11,4,3,17,19,10,7,2,2,0,0
F1,21/01/2017,Guingamp,Rennes,1,1,N,1,0,H,15,7,4,3,11,16,4,1,2,2,0,1
F1,21/01/2017,Metz,Montpellier,2,0,Metz,2,0,H,6,15,4,4,18,10,4,8,1,2,0,0
F1,21/01/2017,Nantes,Paris SG,0,2,Paris SG,0,1,A,7,15,0,5,15,11,6,5,2,1,0,0
F1,22/01/2017,Lyon,Marseille,3,1,Lyon,1,0,H,19,11,8,4,14,18,6,8,1,2,0,0
F1,22/01/2017,Monaco,Lorient,4,0,Monaco,3,0,H,16,6,7,3,7,12,3,6,1,1,0,0
F1,22/01/2017,St Etienne,Angers,2,1,St Etienne,0,1,A,12,16,4,5,8,8,6,3,2,3,0,0
F1,27/01/2017,Marseille,Montpellier,5,1,Marseille,3,0,H,17,19,9,9,12,7,7,5,1,1,0,1
F1,28/01/2017,Angers,Metz,2,1,Angers,2,1,H,19,3,10,0,9,8,10,1,0,0,0,2,2
F1,28/01/2017,Bastia,Caen,1,1,N,1,1,D,11,18,3,5,11,14,4,9,2,2,0,0
F1,28/01/2017,Lorient,Dijon,2,3,Dijon,0,1,A,15,5,6,4,13,11,2,2,4,3,0,0
F1,28/01/2017,Lyon,Lille,1,2,Lille,0,1,A,13,9,6,4,18,15,4,1,1,3,0,0
F1,28/01/2017,Nancy,Bordeaux,0,2,Bordeaux,0,0,D,11,9,1,3,11,9,6,8,0,2,0,0
F1,28/01/2017,Rennes,Nantes,1,1,N,0,1,A,7,10,1,3,10,15,3,2,3,1,0,0
F1,29/01/2017,Nice,Guingamp,3,1,Nice,2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Paris SG,Monaco,1,1,N,0,0,D,11,14,4,7,13,11,4,13,0,1,0,0
F1,29/01/2017,Toulouse,St Etienne,0,3,St Etienne,0,1,A,13,20,3,6,17,21,3,3,2,4,1,
F1,14/01/2017,Monaco,Nice,3,0,Monaco,0,1,A,16,12,5,7,12,14,3,6,2,3,0,0
F1,29/01/2017,PSG(champion2016),Ajaccio,2,0,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Bordeaux,2,2,N,2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Guingamp,3,0,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Marseille,2,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Asse,4,1,PSG(champion2016),4,1,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Toulouse,5,0,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Troyes,4,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Lyon,5,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Bastia,2,0,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Angers,5,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,PSG(champion2016),Lorient,3,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Lille,PSG(champion2016),0,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Montpellier,PSG(champion2016),0,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Reims,PSG(champion2016),1,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Monaco,PSG(champion2016),0,3,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Lille,PSG(champion2016),1,1,N,2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Nantes,PSG(champion2016),1,4,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Bastia,PSG(champion2016),0,2,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Rennes,PSG(champion2016),0,1,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Lorient,PSG(champion2016),1,2,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Angers,PSG(champion2016),0,0,N,2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
F1,29/01/2017,Nice,PSG(champion2016),0,3,PSG(champion2016),2,0,H,9,13,4,4,14,21,3,7,3,3,0,0
















